Movie_Name,Author_Review,Polarity,Text,Score,Full_Review
Percy Jackson & the Olympians: The Lightning Thief,Anton Bitel,0.06666666666666667,Chris Columbus’ tale of teen empowerment finds Greek mythology in the modern world  ,1.0,https://projectedfigures.com/2023/12/27/percy-jackson-the-olympians-the-lightning-thief-2010/
Percy Jackson & the Olympians: The Lightning Thief,Brian Eggert,0.35,This is a by-the-numbers fantasy adventure that merges the modern world with a magical one.,0.0,https://deepfocusreview.com/reviews/percy-jackson-the-olympians-the-lightning-thief/
Percy Jackson & the Olympians: The Lightning Thief,Rene Jordan,0.19999999999999998,The Lightning Thief is good juvenile entertainment.  [Full review in Spanish] ,1.0,https://www.newspapers.com/clip/111619662/percy-jackson-the-olympians/
Percy Jackson & the Olympians: The Lightning Thief,Mike Massie,0.1,"For every creative aspect, there is a contrived and rather nonsensical counter that unfortunately tips the scales more towards derivative than innovative.",0.0,http://gonewiththetwins.com/new/percy-jackson-and-the-olympians-the-lightning-thief-2010/
Percy Jackson & the Olympians: The Lightning Thief,Richard Propes,0.0,There's nothing resembling a spark in this film anywhere.,0.0,https://theindependentcritic.com/percy_jackson_and_the_olympians
Percy Jackson & the Olympians: The Lightning Thief,Leigh Paatsch,0.25,"OK, but only just.",0.0,https://www.heraldsun.com.au/entertainment/movies/leigh-paatsch/your-night-in-every-movie-tonight-on-melbourne-tv/news-story/8e27d7558c12ef311277d57b3e9582bc
Shutter Island,Julie and Brandy,0.5,It's supposed to be some suspense thriller... somebody should have said hey why don't you go see the hilarious comedy of Shutter Island.,0.0,https://www.autostraddle.com/julie-brandy-in-your-box-office-3-shtter-island-36562/
Shutter Island,Deborah Ross,0.15555555555555556,"It's not a serious film and it's not even an especially suspenseful film but it is fun, in a Dr Caligari sort of way.",1.0,https://www.spectator.co.uk/2010/03/from-the-gothic-to-the-goth/
Shutter Island,Candice Frederick,0.04000000000000001,"A twisted psychological thriller that leaves you guessing until the very end, Shutter Island is yet another fantastic collaboration between DiCaprio (giving another pitch-perfect and near heartbreaking performance) and director Martin Scorsese.",1.0,http://www.reeltalkonline.org/2010/02/shutter-island.html
Shutter Island,Joshua Rothkopf,0.0,,1.0,
Shutter Island,C. Robert Cargill,0.9,A brilliantly constructed mystery.,1.0,http://www.film.com/movies/review-shutter-island-is-scorsese-at-his-best
Shutter Island,Adam Woodward,0.2222222222222222,"The problem, then, arrives in the film's hurried final act, where a hitherto steady narrative gives way to an engorged twist that, whilst believable, insults the audience's comprehension of everything that has come before.",0.0,
Shutter Island,Mike Thorn,0.3333333333333333,Shutter Island substantiates an artistic recurrence in Martin Scorsese's body of work. What is the cost to oneself of living by a system of belief?,1.0,https://vaguevisages.com/2017/01/31/moments-of-revelation-in-martin-scorseses-silence-and-shutter-island/
Shutter Island,Brian Eggert,0.0,"Scorsese has conjured up a nightmarish cinematic display of his talents, quite unlike anything he’s shown us before.",1.0,https://deepfocusreview.com/reviews/shutter-island/
Shutter Island,Wael Khairy,-0.125,Teddy Daniels walks the dark empty hallway of a mental institution. The tiny flame of his match goes off. He lights another one. A couple of minutes later a man behind bars tells him “Don’t you get it? You’re a rat in a maze.” So is the viewer.,1.0,https://cinephilefix.com/2010/03/11/film-review-shutter-island-55/
Shutter Island,Amy Thomasson,0.4,"I had heard a great deal about the film Shutter Island, yet had never watched it before. Having seen it, I don’t know why it got totally overlooked at the Oscars.",1.0,https://insessionfilm.com/how-was-this-not-nominated-for-best-picture-2010/
Shutter Island,Erick Estrada,0.10499999999999998,"If the narrative somewhat lacks power, Scorsese's lowest gear is still incredibly powerful and has a bigger reach than the maximum power of other filmmakers. [Full review in Spanish]",1.0,https://www.patreon.com/posts/diarios-covid19-37339182
Shutter Island,Jenn Adams,0.19999999999999998,"Similar to Scorsese’s Academy Award winning The Departed, SHUTTER ISLAND presents its characters in clear opposition as men of empathy and men of violence, exploring the inherent destruction caused by the glorification of toxic masculinity.",1.0,https://rue-morgue.com/men-of-violence-toxic-masculinity-in-shutter-island/
Cop Out,Anna Smith,-0.1,"In all, though, Cop Out is not much cop.",0.0,https://metro.co.uk/2010/05/20/cop-out-film-review-321092/
Cop Out,Keith Uhlich,-0.2,Desperation oozes from every frame.,0.0,https://keithuhlich.substack.com/p/cop-out
Cop Out,Laremy Legel,-0.25,"Joyless, pointless, humorless.",0.0,http://www.film.com/movies/review-cop-out-is-derivative-fairly-miserable
Cop Out,Charlotte O'Sullivan,0.075,"It could have been a match made in heaven. The snake in the garden is a tired script from Rob and Mark Cullen, which purports to ""spoof"" Eighties buddy movies (Beverly Hills Cop, Lethal Weapon, etc) but lacks any real brain power of its own.",0.0,
Cop Out,Andrew Pulver,-0.09615384615384615,"It's just not very funny -- despite the all-too-apparent struggle to deliver verbal fireworks, there's something immovably sluggish and inert about it.",0.0,http://www.guardian.co.uk/film/2010/may/20/cop-out-film-review
Cop Out,Laurence Boyce,-0.30000000000000004,"Whilst Smith uses crash zooms and slow motion to evoke the likes of Michael Bay, it just feels clumsy and drawn-out.",0.0,
Cop Out,Nick Rogers,-0.26944444444444443,"Bruce Willis has teamed with a fast-talking Black comedian in a violent, funny and gloriously R-rated throwback to ’80s buddy-cop action films. That movie was 1991’s ""The Last Boy Scout"" with Damon Wayans. ""Cop Out"" is a shockingly inept endurance test.",0.0,https://midwestfilmjournal.com/2010/02/26/cop-out/
Cop Out,Brian Eggert,0.10416666666666666,So one-dimensional and inadequately made that it’s hard to recommend to anyone except the most devoted fan of the talent involved.,0.0,https://deepfocusreview.com/reviews/cop-out/
Cop Out,Rene Jordan,0.31666666666666665,"The limit of repugnance… in its own way, it's also a punishment. [Full review in Spanish] 
",0.0,https://www.newspapers.com/clip/105975108/cop-out/
Cop Out,James Croot,-0.5,"Generation X's enfant terrible, the man who created such subversive cult hits as Clerks and Mallrats, reduced in 2010 to helming an exceedingly lame duck of a buddy movie.",0.0,https://www.stuff.co.nz/entertainment/stuff-to-watch/300580571/cop-out-bruce-willis-truly-awful-1980sinspired-actioncomedy-comes-to-netflix
Cop Out,Mike Massie,0.0,Riggs and Murtaugh they are not.,0.0,http://gonewiththetwins.com/new/cop-out-2010/
Cop Out,Leigh Paatsch,-0.375,"A dynamically dumb, guilty-pleasure comedy.",1.0,https://www.heraldsun.com.au/entertainment/movies/leigh-paatsch/your-night-in-every-movie-on-tv-tonight-rated/news-story/fa456f387281115178cf7d0a0538876d
Green Zone,Ed Koch,0.2325,"I don't like polemics, not even those supporting my position. This film does not support my position...the movie contains far too little in terms of a coherent, believable plot.",0.0,https://www.theatlantic.com/entertainment/archive/2010/03/green-zone-disappointing-even-if-you-share-its-politics/37538/
Green Zone,Candice Frederick,-0.023809523809523808,"No doubt borrowing inspiration from real events, Green Zone is a nail-biting story of one man's single mission to uncover the truth, no matter the consequences.",1.0,http://www.reeltalkonline.org/2010/03/green-zone.html
Green Zone,Nell Minow,0.0,,1.0,http://blog.beliefnet.com/moviemom/2010/06/the-green-zone.html
Green Zone,Joshua Rothkopf,0.0,,0.0,
Green Zone,Laremy Legel,0.06666666666666667,Green Zone is the rare miss from frequent collaborators Matt Damon and director Paul Greengrass.,0.0,http://www.film.com/movies/review-green-zone-lacks-intelligence/32699001
Green Zone,Peter Rainer,0.16666666666666666,"It's one thing for the filmmakers to (sort of) fictionalize real people, but Green Zone wraps up with a wish-fulfillment fantasy that is about as believable as watching reinforcements riding in to save Custer.",0.0,http://www.csmonitor.com/The-Culture/Movies/2010/0312/Green-Zone-movie-review
Green Zone,Brian Eggert,0.08974358974358976,"If you can ignore the wishy-washy politics, you may enjoy the outcome for the raw intensity of some well-shot action sequences.",0.0,https://deepfocusreview.com/reviews/green-zone/
Green Zone,Jason Best,-0.2833333333333333,"With Greengrass at the helm, deploying his trademark, Bourne-style shaky camerawork and rapid-fire cutting, Green Zone is as fast-paced as you'd expect, but the uneasy mix of fact and fiction ultimately works against the film.",0.0,https://www.whatsontv.co.uk/movie-talk/green-zone-review-325777/
Green Zone,Mike Massie,0.05000000000000002,"Director Paul Greengrass loves his shaky, handheld camera - and his mastery over the style is easily this film's strongest point.",1.0,http://gonewiththetwins.com/new/green-zone-2010/
Green Zone,Richard Propes,0.7,Very nearly succeeds.,0.0,https://theindependentcritic.com/green_zone
Green Zone,Leigh Paatsch,-0.06333333333333332,The meaty subject matter and Damon's sure-footed presence elevate this adrenalised action thriller above the expected average.,1.0,https://www.heraldsun.com.au/entertainment/movies/leigh-paatsch/your-night-in-every-movie-on-melbourne-tv-tonight-rated/news-story/f8426165f4c5efec1a63fa3cd4484a82
Green Zone,David Harris,0.0,"Greengrass turns his lens on the US fabrication of weapons of mass destruction as an impetus to go to war in Iraq, and ends up making the film we all feared United 93 would be.",0.0,https://spectrumculture.com/2010/03/11/green-zone/
She's Out of My League,Joshua Rothkopf,0.0,,1.0,
She's Out of My League,Perri Nemiroff,0.5,"Even with being an amalgamation of hits and misses, it manages to do the one thing most romcoms don't; make you think after it's over.",1.0,http://www.shockya.com/news/2010/03/10/shes-out-of-my-league-movie-review/
She's Out of My League,Nick Schager,0.2,A scenario ripped straight from a screenwriting computer program.,0.0,http://www.nickschager.com/nsfp/2010/06/shes-out-of-my-league-2010-c.html
She's Out of My League,Derek Malcolm,0.08750000000000001,Hops along no more than hopefully towards its inevitable conclusion that losers sometimes win.,0.0,
She's Out of My League,Robbie Collin,0.059999999999999984,"A totally acceptable, completely forgettable romcom that will make you laugh a fair few times, before floating harmlessly out of your life.",1.0,http://www.newsoftheworld.co.uk/entertainment/film/836453/Shes-Out-Of-My-League-15.html
She's Out of My League,Peter Bradshaw,0.5,"Jay Baruchel gets his shot at Hollywood leading-man status in this likable, goofy romcom. And I have to say I'd rather be watching him than the ubiquitous Shia LaBeouf.",1.0,http://www.guardian.co.uk/film/2010/jun/03/shes-out-of-my-league-review
She's Out of My League,Brian Eggert,0.2,Straight from the Judd Apatow wannabe club,0.0,https://deepfocusreview.com/reviews/shes-out-of-my-league/
She's Out of My League,Rene Jordan,-0.019999999999999973,"A sticky joke, badly chewed and drawn out for almost two hours when in the first ten minutes is had already lost its flavor.  [Full review in Spanish] ",0.0,https://www.newspapers.com/clip/105913674/shes-out-of-my-league/
She's Out of My League,Mike Massie,-0.0625,Plays out just like every other teen comedy.,0.0,http://gonewiththetwins.com/new/shes-out-of-my-league-2010/
She's Out of My League,Richard Propes,0.0,Breakout performances by both Baruchel and Eve.,1.0,https://theindependentcritic.com/shes_out_of_my_league
She's Out of My League,Jeffrey Lyles,0.43333333333333335,One of the best laugh til you cry comedies of the last decade.,1.0,http://lylesmoviefiles.com/2013/10/11/film-flashback-shes-out-of-my-league-2010/
She's Out of My League,Jeff Beck,0.0018939393939393923,Writers need to start shaking things up a bit. Have the couple split up for actual reasons. Allow them to see other people or go in a whole new direction. This ending has been done. This whole film has been done. The plot is tired. Let it rest.,0.0,http://www.examiner.com/article/movie-review-she-s-out-of-my-league-2
Our Family Wedding,Nell Minow,0.0,,0.0,http://blog.beliefnet.com/moviemom/2010/07/our-family-wedding.html
Our Family Wedding,Nick Schager,0.0,,0.0,
Our Family Wedding,Jason Solomons,-0.8,This inexplicable Hollywood movie contains a shocking collection of racial stereotypes...,0.0,http://www.guardian.co.uk/film/2010/jun/20/our-family-wedding-film-review
Our Family Wedding,Tim Robey,0.11428571428571428,"Lacks a single legitimate laugh, despite engineering the humping of Forest Whitaker's leg by a priapic goat. Don't ask.",0.0,http://www.telegraph.co.uk/culture/film/filmreviews/7836012/Our-Family-Wedding-review.html
Our Family Wedding,Derek Malcolm,0.2,A goat eats Forest Whitaker's Viagra. Do you really want me to tell you what happens?,0.0,
Our Family Wedding,Robbie Collin,-0.08333333333333333,Lance's family are black. America's family are Mexican. And hilarity ensues! Supposedly.,0.0,http://www.newsoftheworld.co.uk/entertainment/Comedy/844330/Our-Family-Wedding-12A.html
Our Family Wedding,Rene Jordan,0.21666666666666665,"The comedy skates between hypocrisy and impudence, fighting to make an exclusive audience laugh.  [Full review in Spanish] ",0.0,https://www.newspapers.com/clip/111127133/our-family-wedding/
Our Family Wedding,Richard Propes,0.0,Will likely appeal to the Tyler Perry crowd.,1.0,https://theindependentcritic.com/our_family_wedding
Our Family Wedding,Debbie Lynn Elias,-0.325,Comedy and heart are the common threads that carry [ Our Family Wedding ] above the stereotypical making it color blind...,1.0,http://behindthelensonline.net/site/reviews/our-family-wedding/
Our Family Wedding,Brandy McDonnell,-0.013541666666666674,"With several solid performances and its share of sweet and even clever moments, Our Family Wedding occasionally blooms with potential. But the goat and other silly notions gobble it up.",0.0,https://newsok.com/article/3445641/movie-review-potential-of-our-family-wedding-veiled-by-silliness
Our Family Wedding,Julie Washington,0.0625,The fact that it's two minorities who are slinging racially charged comments at each other doesn't make it acceptable or funny.,0.0,http://www.cleveland.com/movies/index.ssf/2010/03/racial_stereotypes_take_the_ca.html
Our Family Wedding,Jeff Beck,0.07499999999999998,"It may be clichd and unoriginal, but it accomplished something that most other movies in the genre failed to do: It made me, and a theater full of people, laugh quite a bit.",1.0,http://www.examiner.com/article/movie-review-our-family-wedding-2
Hot Tub Time Machine,Julie and Brandy,-0.0625,"I'll go, it's a comedy, it'll be dumb and funny. And it was dumb. But it wasn't that funny yet.",0.0,https://www.autostraddle.com/video-julie-brandy-in-your-box-office-5-hot-tub-time-machine-43188/
Hot Tub Time Machine,Anna Smith,-0.25,"An irreverent, guilty pleasure, frat boy comedy, it blows a big fat raspberry at sci-fi fans and tells them to stick their Flux Capacitors where the sun don't shine.",1.0,https://metro.co.uk/2010/05/06/hot-tub-time-machine-film-review-288442/
Hot Tub Time Machine,Ed Koch,-0.22083333333333335,"It may be a generational gap that turned me off, but I thought it was all quite ridiculous and the dialogue worse than coarse. Trust me and not those in their 30s. It is not worth your time.",0.0,https://www.theatlantic.com/entertainment/archive/2010/04/why-you-shouldnt-see-hot-tub-time-machine/38462/
Hot Tub Time Machine,Laremy Legel,0.175,"Well played, Hot Tub Time Machine, well played. You defied expectations, in a good way, and managed to evolve from ""potentially silly concept"" to ""fairly funny film.""",1.0,http://www.film.com/movies/review-hot-tub-time-machine/32861908
Hot Tub Time Machine,Ian Buckwalter,0.125,Admirably turns a potentially one-note joke into a consistently funny package.,1.0,http://www.npr.org/templates/story/story.php?storyId=125019989
Hot Tub Time Machine,Derek Malcolm,0.075,"It's passably funny in spasms, but in the end the outright vulgarity palls and you wonder what the two leading ladies in the cast, Collette Wolfe and Lizzy Caplan, thought of it all. Not much, I'd say.",0.0,
Hot Tub Time Machine,Brian Eggert,-0.11000000000000001,"The result is the kind of lazy comedy that demands a lazy audience. If you’re feeling lazy, you could do worse.",1.0,https://deepfocusreview.com/reviews/hot-tub-time-machine/
Hot Tub Time Machine,Rene Jordan,-0.10625000000000001,"This farce is not as dumb as it seems.  [Full review in Spanish]
",1.0,https://www.newspapers.com/clip/107229829/hot-tub-time-machine/
Hot Tub Time Machine,James Croot,0.11607142857142858,Those of a certain age will find this an enjoyable blast back to the past.,1.0,https://www.stuff.co.nz/entertainment/stuff-to-watch/300436041/hot-tub-time-machine-disneys-scifi-comedy-offers-nostalgic-hit-for-genxers
Hot Tub Time Machine,Stuart McGurk,-0.26249999999999996,"Gross, silly, stupid - yet this 80s time-travel comedy is surprisingly funny...",1.0,https://www.nme.com/reviews/reviews-movie-11278-310059
Hot Tub Time Machine,Mike Massie,-0.3,"It should be difficult to make a 90-minute movie completely devoid of any redeemable qualities, but the filmmakers here might have succeeded.",0.0,http://gonewiththetwins.com/new/hot-tub-time-machine-2010/
Hot Tub Time Machine,Richard Propes,-0.01666666666666668,"Hot Tub Time Machine is a joyously R-rated, surprisingly insightful yet uncontrollably outrageous film.",1.0,https://theindependentcritic.com/hot_tub_time_machine
Clash of the Titans,Leonard Maltin,0.275,"Clash of the Titans has a vigorous and spectacular story to tell. The film has its lulls, and cheesy moments, but for the most part it's entertaining.",1.0,http://leonardmaltin.com/film-review-clash-of-the-titans/
Clash of the Titans,Anthony Quinn,0.02500000000000001,"One or two setpieces briefly wake up the story -- the visit to Medusa's cave, a parley with the three witches (isn't that Macbeth?) -- but this is generally a hit-and-myth affair.",0.0,https://www.independent.co.uk/arts-entertainment/films/reviews/clash-of-the-titans-12a-1933716.html
Clash of the Titans,Perri Nemiroff,-0.23333333333333328,"Aside from the rage of being tricked into forking over extra cash for a third dimension that practically doesn't even exist, it isn't all that bad.",0.0,http://www.shockya.com/news/2010/04/03/clash-of-the-titans-movie-review/
Clash of the Titans,Rafer Guzman,0.020833333333333336,"The computer animation looks uninspired after last year's dazzling Avatar. As for the 3-D visuals, they're oddly glitchy.",0.0,http://www.newsday.com/entertainment/movies/clash-of-the-titans-is-back-in-3-d-1.1840432
Clash of the Titans,Kenneth Turan,-0.23750000000000002,"It's doubtful that records are kept about this sort of thing, but consider the possibility that Clash of the Titans is the first film to actually be made worse by being in 3-D.",0.0,"http://www.latimes.com/entertainment/news/la-et-titans2-2010apr02,0,2928615.story"
Clash of the Titans,Giles Hardie,0.0,Demi-God flick is demi-good,1.0,http://blogs.smh.com.au/entertainment/getflickd/2010/04/schools_out_for.html
Clash of the Titans,Brian Eggert,-0.11590909090909092,"Clash of the Titans not only doesn’t live up to its expectations, it underwhelms to frustrating degrees of mediocrity.",0.0,https://deepfocusreview.com/reviews/clash-of-the-titans/
Clash of the Titans,Keith Garlington,-0.3,"The filmmakers made a deliberate choice to modernize the story a bit, but also tip their hat and incorporate a lot of these late 1970’s and 1980’s approaches to fantasy storytelling.",1.0,https://keithandthemovies.com/2014/08/26/the-public-movie-defender-clash-of-the-titans-2010/
Clash of the Titans,Rene Jordan,0.05833333333333333,A nondescript mess.  [Full review in Spanish],0.0,https://www.newspapers.com/clip/105847435/clash-of-the-titans/
Clash of the Titans,Stuart McGurk,0.275,"...you can't help feel that they spent so much time worrying how many dimensions the film should have, they forget how many the characters should.",0.0,https://www.nme.com/reviews/reviews-movie-11189-312062
Clash of the Titans,Mike Massie,0.35714285714285715,"The costumes, armor, castles, makeup, creatures, and special effects are all grander in scale than the predecessor.",0.0,http://gonewiththetwins.com/new/clash-of-the-titans-2010/
Clash of the Titans,Richard Propes,0.5580357142857143,Even the special effects aren't exactly more impressive than they were in the original film.,0.0,https://theindependentcritic.com/clash_of_the_titans2010
Diary of a Wimpy Kid,Derek Adams,0.0,,0.0,http://www.timeout.com/film/reviews/88472/diary_of_a_wimpy_kid.html
Diary of a Wimpy Kid,Philippa Hawker,-0.1236111111111111,"Conveys, in a good-humoured, sharply observed way, the small, painful cruelties and unpredictable rules of early adolescence, and it celebrates awkwardness without feeling the need to convert it into cheap triumph.",1.0,http://www.theage.com.au/entertainment/movies/diary-of-a-wimpy-kid-20100923-15ocm.html
Diary of a Wimpy Kid,Paul Byrnes,0.19374999999999998,"The film retains much of the original humour, some of it well executed. It's reasonably faithful to the spirit of the books, probably because Kinney is the executive producer, but it's by no means equal to his originals.",1.0,http://www.smh.com.au/entertainment/movies/diary-of-a-wimpy-kid-20100922-15muy.html
Diary of a Wimpy Kid,Jim Schembri,0.06666666666666667,"Perceptive, funny, unusually edgy voyage into the comic travails of schoolyard politics and childhood friendship.",1.0,http://www.theage.com.au/entertainment/movies/diary-of-a-wimpy-kid-20100922-15mry.html
Diary of a Wimpy Kid,Derek Malcolm,0.0,[A] sappy and superficial adaptation...,0.0,
Diary of a Wimpy Kid,Anthony Quinn,0.2,"One for the kids, if they're really misbehaving.",0.0,http://www.independent.co.uk/arts-entertainment/films/reviews/diary-of-a-wimpy-kid-pg-2062951.html
Diary of a Wimpy Kid,Rene Jordan,0.26249999999999996,Good enough for any age.  [Full review in Spanish] ,1.0,https://www.newspapers.com/clip/105858160/diary-of-a-wimpy-kid/
Diary of a Wimpy Kid,Felicia Feaster,0.275,"The movie is funny, endearing, and true enough to the life-is-pain spirit of the books.",1.0,https://www.charlestoncitypaper.com/charleston/diary-of-wimpy-kid-is-like-a-judd-apatow-flick-for-tweeners/Content?oid=1843794
Diary of a Wimpy Kid,Sarah Knight Adamson,0.75,Diary of a Wimpy Kid is a wonderful family film that will generate meaningful discussions between parents and kids.,1.0,https://www.sarahsbackstagepass.com/diary-of-a-wimpy-kid-pg/
Diary of a Wimpy Kid,John Hanlon,0.4777777777777778,An imaginative family film featuring a tremendously mischievous and likable lead character.,1.0,http://www.breitbart.com/Big-Hollywood/2010/03/29/REVIEW--Diary-of-a-Wimpy-Kid-Comes-Out-Strong
Diary of a Wimpy Kid,David Nusair,0.0,...a bottom-of-the-barrel children's movie...,0.0,http://reelfilm.com/diarywmp.htm#1
Diary of a Wimpy Kid,John Gholson,-0.5,"If you're a parent who's been forced to sit through a barren desert of painfully unfunny family comedies, Diary will feel like an oasis.",1.0,http://blog.moviefone.com/2010/03/19/diary-of-a-wimpy-kid-review/
Furry Vengeance,Martin Tsai,0.0,"Sooner or later, you might be inclined to root for hapless predators like Sylvester the Cat or Wile E. Coyote because they are the underdogs and their prey are far more obnoxious than they are.",0.0,http://www.nj.com/entertainment/index.ssf/2010/04/furry_vengeance_movie_review_b.html
Furry Vengeance,Lisa Rosman,0.0,The only saving grace of this wannabe Looney Tune? The animals don't talk.,0.0,http://www.timeout.com/us/film/furry-vengeance
Furry Vengeance,Derek Malcolm,0.0,People often ask reviewers to choose the worst film of the year so far. At last I have a cast-iron candidate.,0.0,
Furry Vengeance,Peter Bradshaw,0.037500000000000006,"Shields is not a natural comic performer, to say the least. Her face has the comic mobility and expressiveness of an Easter Island statue.",0.0,http://www.guardian.co.uk/film/2010/may/06/furry-vengeance-film-review
Furry Vengeance,Martyn Conterio,0.33333333333333337,"Sophisticated it isn't, but there are some decent visual gags and Fraser is good fun as the man at war with nature.",1.0,
Furry Vengeance,David Hughes,0.016666666666666663,Goofball fun that will have kids -- big and small -- rolling in the aisles,1.0,http://www.empireonline.com/reviews/ReviewComplete.asp?FID=136071
Furry Vengeance,Brian Eggert,-0.4479166666666667," As one of the worst movies this critic has ever had to endure, zero stars hardly seems like it captures how bad this movie really is. ",0.0,https://deepfocusreview.com/reviews/furry-vengeance/
Furry Vengeance,Rene Jordan,0.006249999999999992,"Abominable in every way, this comedy is only tolerable to very small children.  [Full review in Spanish] ",0.0,https://www.newspapers.com/clip/105847600/furry-vengeance/
Furry Vengeance,Richard Propes,0.45,The simple fact is that Furry Vengeance is truly an incredibly mean-spirited and vengeful film.,0.0,https://theindependentcritic.com/furry_vengeance
Furry Vengeance,Laura Hiros,0.175,Fraser appears insipid doing comedy... [Full review in Spanish],0.0,http://www.rincondecine.com/Archivo/FURRYVENGEANCE.html
Furry Vengeance,Michael Dequina,0.25,That even the kids in the audience didn't really laugh at all the hyperactive mugging and slapsticky animal nonsense pretty much tells you what an excruciating 91-minute endurance test this is.,0.0,http://themoviereport.com/movierpt2010-05.html#furry
Furry Vengeance,Dave White,0.0,,0.0,http://www.movies.com/movie-reviews/furry-vengeance-review/dave-white/m64920
Repo Men,J. R. Jones,-0.28750000000000003,"This was too long, mean, and gory for me, though the satirical gloss and well-executed trick ending will probably impress some.",0.0,http://www.chicagoreader.com/chicago/repo-men/Film?oid=1539235
Repo Men,Rafer Guzman,0.5,Better and smarter than you might expect.,1.0,http://www.newsday.com/entertainment/movies/repo-men-takes-on-health-care-1.1816541
Repo Men,Ian Buckwalter,-0.07777777777777778,The overused homages and a tacked-on twist ending are just failed attempts to save Repo Men from its own shallow blood lust.,0.0,http://www.npr.org/templates/story/story.php?storyId=124781277
Repo Men,Matt Bochenski,-0.6666666666666666,"One of the worst endings of any film, ever. Seriously. Ever.",0.0,
Repo Men,Peter Bradshaw,0.525,"Great stuff at first, but when Law grows a conscience and goes underground with the uninsured, the narrative excitement slumps.",0.0,http://www.guardian.co.uk/film/2010/apr/15/repo-men-review
Repo Men,Philip De Semlyen,-0.14687499999999998,"While Forest Whitaker's conflicted thug brings languid menace, there's little to up the tension. And among all the film's icky incisions, there's a feeling a better film is lying on the cutting room floor.",0.0,
Repo Men,Brian Eggert,0.3666666666666667,"Should you see it, for most of the movie you’ll be thinking about its influences more than the movie itself. And when it’s all over, it feels like nearly two hours of missed opportunities.",0.0,https://deepfocusreview.com/reviews/repo-men/
Repo Men,Rene Jordan,0.15,Repo Men transplants an Antifrog of complete corporal rejection.  [Full review in Spanish,0.0,https://www.newspapers.com/clip/111122313/repo-men/
Repo Men,Stuart McGurk,0.09999999999999999,"Standard mindless stuff then, which is shame - the set-up promised more. For a film all about a heart, it's shame it doesn't have any brain.",0.0,https://www.nme.com/reviews/reviews-movie-11218-311604
Repo Men,Mike Massie,-0.013095238095238092,"Although the idea is thought-provoking, the film tries too hard to be singular and different, resulting in a moderately fun yet cheesy experiment in the unexpected.",1.0,http://gonewiththetwins.com/new/repo-men-2010/
Repo Men,Richard Propes,0.13,Very nearly works.,0.0,https://theindependentcritic.com/repo_men
Repo Men,Mattie Lucas,0.32857142857142857,"At a time where a real health care drama is being played out on a grand scale right before our eyes, Repo Men seems tritely anemic.",0.0,https://www.the-dispatch.com/news/20100324/repo-men-misses-chance-at-topicality
Tyler Perry's Why Did I Get Married Too?,Candice Frederick,0.125,"[Writer/Director Tyler] Perry can't seem to break from his usual melodramatic, soap opera-esque formula in this movie, but he does manage to tug at our emotions for a funny, heartfelt, relatable look at marriage and love.",1.0,http://www.reeltalkonline.org/2010/03/early-review-tyler-perrys-why-did-i-get.html
Tyler Perry's Why Did I Get Married Too?,Anthony Quinn,0.0,Hopelessly inert and dreary.,0.0,http://www.independent.co.uk/arts-entertainment/films/reviews/why-did-i-get-married-too-12a-2068823.html
Tyler Perry's Why Did I Get Married Too?,Xan Brooks,0.5,"Perry has plugged a hole in the market, for sure; it's just all a bit pleased with itself.",0.0,http://www.guardian.co.uk/film/2010/sep/02/why-did-i-get-married-too-film-review
Tyler Perry's Why Did I Get Married Too?,James King,0.25,Fans of utter predictability will be well satisfied.,0.0,
Tyler Perry's Why Did I Get Married Too?,David Gritten,0.0,Even a scene with Janet Jackson trashing a living room cannot lighten the laboured atmosphere.,0.0,http://www.telegraph.co.uk/culture/film/filmreviews/7977506/Why-Did-I-Get-Married-Too-review.html
Tyler Perry's Why Did I Get Married Too?,Helen O'Hara,-0.30000000000000004,"Sometimes shrill, always uneven...",0.0,http://www.empireonline.com/reviews/review.asp?FID=136906
Tyler Perry's Why Did I Get Married Too?,Richard Propes,0.25727272727272726,While Why Did I Get Married Too? may not win Perry any new fans it will most assuredly keep his sizable legion of fans happy.,0.0,https://theindependentcritic.com/why_did_i_get_married_too
Tyler Perry's Why Did I Get Married Too?,Jeff Beck,0.09444444444444444,"There are some decent performances here, particularly from Jill Scott, but they just can't save the clichd material from weighing down the whole film.",0.0,http://www.examiner.com/article/movie-review-why-did-i-get-married-too
Tyler Perry's Why Did I Get Married Too?,Tim Brayton,-1.0,Tyler Perry's worst film.,0.0,http://antagonie.blogspot.com/2012/02/tyler-perry-why-did-i-get-married-too.html
Tyler Perry's Why Did I Get Married Too?,Dave White,0.0,,0.0,http://www.movies.com/movie-reviews/tyler-perrys-why-did-i-get-married-too-review/dave-white/m60172
Tyler Perry's Why Did I Get Married Too?,David Edwards,0.0,Go to see it and you may ask yourself why did I bother?,0.0,http://blogs.mirror.co.uk/the-ticket/2010/09/why-did-i-get-married-too-film.html
Tyler Perry's Why Did I Get Married Too?,Karen Krizanovich,0.0,Undermined by its inability to stand separately from its predecessor.,0.0,
Date Night,Shubhra Gupta,0.18263888888888888,"The real stars of the film are [Steve] Carell and [Tina] Fey for bringing such goofy conviction to this goofball comedy, much better than the director's previous attempts at broad humour in the two Night at the Museum films.",1.0,http://archive.indianexpress.com/news/date-night/602472/
